,0
243,'11240';'Graz/Flughafen';'340';'2021-02-06';'03:00';'-0.7';'°C';'2021-02-06 03:10:09'
244,'11240';'Graz/Flughafen';'340';'2021-02-06';'04:00';'0.1';'°C';'2021-02-06 04:10:09'
245,'11240';'Graz/Flughafen';'340';'2021-02-06';'05:00';'0.2';'°C';'2021-02-06 05:10:08'
246,'11240';'Graz/Flughafen';'340';'2021-02-06';'06:00';'-0.3';'°C';'2021-02-06 06:10:11'
247,'11240';'Graz/Flughafen';'340';'2021-02-06';'07:00';'-0.6';'°C';'2021-02-06 07:10:09'
248,'11240';'Graz/Flughafen';'340';'2021-02-06';'08:00';'-1.1';'°C';'2021-02-06 08:10:09'
249,'11240';'Graz/Flughafen';'340';'2021-02-06';'09:00';'1.5';'°C';'2021-02-06 09:10:13'
250,'11240';'Graz/Flughafen';'340';'2021-02-06';'10:00';'3.4';'°C';'2021-02-06 10:10:09'
251,'11240';'Graz/Flughafen';'340';'2021-02-06';'11:00';'5.0';'°C';'2021-02-06 11:10:09'
252,'11240';'Graz/Flughafen';'340';'2021-02-06';'12:00';'7.5';'°C';'2021-02-06 12:10:09'
253,'11240';'Graz/Flughafen';'340';'2021-02-06';'13:00';'8.1';'°C';'2021-02-06 13:10:10'
254,'11240';'Graz/Flughafen';'340';'2021-02-06';'14:00';'9.0';'°C';'2021-02-06 14:10:09'
255,'11240';'Graz/Flughafen';'340';'2021-02-06';'15:00';'8.7';'°C';'2021-02-06 15:10:09'
256,'11240';'Graz/Flughafen';'340';'2021-02-06';'16:00';'8.1';'°C';'2021-02-06 16:10:08'
257,'11240';'Graz/Flughafen';'340';'2021-02-06';'17:00';'6.0';'°C';'2021-02-06 17:10:12'
258,'11240';'Graz/Flughafen';'340';'2021-02-06';'18:00';'3.9';'°C';'2021-02-06 18:10:09'
259,'11240';'Graz/Flughafen';'340';'2021-02-06';'19:00';'4.0';'°C';'2021-02-06 19:10:08'
260,'11240';'Graz/Flughafen';'340';'2021-02-06';'20:00';'4.0';'°C';'2021-02-06 20:10:08'
261,'11240';'Graz/Flughafen';'340';'2021-02-06';'21:00';'4.1';'°C';'2021-02-06 21:10:08'
262,'11240';'Graz/Flughafen';'340';'2021-02-06';'22:00';'4.0';'°C';'2021-02-06 22:10:09'
263,'11240';'Graz/Flughafen';'340';'2021-02-06';'23:00';'4.0';'°C';'2021-02-06 23:10:08'
264,'11240';'Graz/Flughafen';'340';'2021-02-07';'00:00';'3.9';'°C';'2021-02-07 00:10:08'
265,'11240';'Graz/Flughafen';'340';'2021-02-07';'01:00';'3.8';'°C';'2021-02-07 01:10:09'
266,'11240';'Graz/Flughafen';'340';'2021-02-07';'02:00';'3.7';'°C';'2021-02-07 02:10:10'
267,'11240';'Graz/Flughafen';'340';'2021-02-07';'03:00';'3.4';'°C';'2021-02-07 03:10:09'
268,'11240';'Graz/Flughafen';'340';'2021-02-07';'04:00';'3.2';'°C';'2021-02-07 04:10:09'
269,'11240';'Graz/Flughafen';'340';'2021-02-07';'05:00';'2.9';'°C';'2021-02-07 05:10:09'
270,'11240';'Graz/Flughafen';'340';'2021-02-07';'06:00';'2.6';'°C';'2021-02-07 06:10:09'
271,'11240';'Graz/Flughafen';'340';'2021-02-07';'07:00';'2.5';'°C';'2021-02-07 07:10:09'
272,'11240';'Graz/Flughafen';'340';'2021-02-07';'08:00';'2.4';'°C';'2021-02-07 08:10:09'
273,'11240';'Graz/Flughafen';'340';'2021-02-07';'09:00';'2.2';'°C';'2021-02-07 09:10:09'
274,'11240';'Graz/Flughafen';'340';'2021-02-07';'10:00';'2.8';'°C';'2021-02-07 10:10:10'
275,'11240';'Graz/Flughafen';'340';'2021-02-07';'11:00';'3.2';'°C';'2021-02-07 11:10:12'
276,'11240';'Graz/Flughafen';'340';'2021-02-07';'12:00';'5.1';'°C';'2021-02-07 12:10:10'
277,'11240';'Graz/Flughafen';'340';'2021-02-07';'13:00';'7.3';'°C';'2021-02-07 13:10:08'
278,'11240';'Graz/Flughafen';'340';'2021-02-07';'14:00';'7.4';'°C';'2021-02-07 14:10:10'
279,'11240';'Graz/Flughafen';'340';'2021-02-07';'15:00';'7.8';'°C';'2021-02-07 15:10:08'
280,'11240';'Graz/Flughafen';'340';'2021-02-07';'16:00';'7.9';'°C';'2021-02-07 16:10:09'
281,'11240';'Graz/Flughafen';'340';'2021-02-07';'17:00';'7.8';'°C';'2021-02-07 17:10:10'
282,'11240';'Graz/Flughafen';'340';'2021-02-07';'18:00';'7.9';'°C';'2021-02-07 18:10:08'
283,'11240';'Graz/Flughafen';'340';'2021-02-07';'19:00';'7.8';'°C';'2021-02-07 19:10:08'
284,'11240';'Graz/Flughafen';'340';'2021-02-07';'20:00';'7.6';'°C';'2021-02-07 20:10:12'
285,'11240';'Graz/Flughafen';'340';'2021-02-07';'21:00';'7.5';'°C';'2021-02-07 21:10:09'
286,'11240';'Graz/Flughafen';'340';'2021-02-07';'22:00';'7.3';'°C';'2021-02-07 22:10:09'
287,'11240';'Graz/Flughafen';'340';'2021-02-07';'23:00';'7.2';'°C';'2021-02-07 23:10:10'
288,'11240';'Graz/Flughafen';'340';'2021-02-08';'00:00';'7.2';'°C';'2021-02-08 00:10:10'
289,'11240';'Graz/Flughafen';'340';'2021-02-08';'01:00';'7.3';'°C';'2021-02-08 01:10:08'
290,'11240';'Graz/Flughafen';'340';'2021-02-08';'02:00';'6.8';'°C';'2021-02-08 02:10:09'
291,'11240';'Graz/Flughafen';'340';'2021-02-08';'03:00';'6.3';'°C';'2021-02-08 03:10:09'
292,'11240';'Graz/Flughafen';'340';'2021-02-08';'04:00';'5.8';'°C';'2021-02-08 04:10:11'
293,'11240';'Graz/Flughafen';'340';'2021-02-08';'05:00';'5.8';'°C';'2021-02-08 05:10:13'
294,'11240';'Graz/Flughafen';'340';'2021-02-08';'06:00';'5.4';'°C';'2021-02-08 06:10:10'
295,'11240';'Graz/Flughafen';'340';'2021-02-08';'07:00';'5.5';'°C';'2021-02-08 07:10:15'
296,'11240';'Graz/Flughafen';'340';'2021-02-08';'08:00';'4.9';'°C';'2021-02-08 08:10:08'
297,'11240';'Graz/Flughafen';'340';'2021-02-08';'09:00';'4.4';'°C';'2021-02-08 09:10:10'
298,'11240';'Graz/Flughafen';'340';'2021-02-08';'10:00';'4.1';'°C';'2021-02-08 10:10:09'
299,'11240';'Graz/Flughafen';'340';'2021-02-08';'11:00';'4.2';'°C';'2021-02-08 11:10:08'
300,'11240';'Graz/Flughafen';'340';'2021-02-08';'12:00';'2.3';'°C';'2021-02-08 12:10:11'
301,'11240';'Graz/Flughafen';'340';'2021-02-08';'13:00';'1.3';'°C';'2021-02-08 13:10:09'
302,'11240';'Graz/Flughafen';'340';'2021-02-08';'14:00';'1.5';'°C';'2021-02-08 14:10:13'
303,'11240';'Graz/Flughafen';'340';'2021-02-08';'15:00';'1.5';'°C';'2021-02-08 15:10:09'
304,'11240';'Graz/Flughafen';'340';'2021-02-08';'16:00';'1.4';'°C';'2021-02-08 16:10:09'
305,'11240';'Graz/Flughafen';'340';'2021-02-08';'17:00';'1.2';'°C';'2021-02-08 17:10:08'
306,'11240';'Graz/Flughafen';'340';'2021-02-08';'18:00';'0.9';'°C';'2021-02-08 18:10:09'
307,'11240';'Graz/Flughafen';'340';'2021-02-08';'19:00';'1.1';'°C';'2021-02-08 19:10:09'
308,'11240';'Graz/Flughafen';'340';'2021-02-08';'20:00';'0.4';'°C';'2021-02-08 20:10:10'
309,'11240';'Graz/Flughafen';'340';'2021-02-08';'21:00';'0.7';'°C';'2021-02-08 21:10:09'
310,'11240';'Graz/Flughafen';'340';'2021-02-08';'22:00';'1.0';'°C';'2021-02-08 22:10:09'
311,'11240';'Graz/Flughafen';'340';'2021-02-08';'23:00';'1.2';'°C';'2021-02-08 23:10:09'
312,'11240';'Graz/Flughafen';'340';'2021-02-09';'00:00';'1.4';'°C';'2021-02-09 00:10:08'
313,'11240';'Graz/Flughafen';'340';'2021-02-09';'01:00';'1.5';'°C';'2021-02-09 01:10:10'
314,'11240';'Graz/Flughafen';'340';'2021-02-09';'02:00';'1.4';'°C';'2021-02-09 02:10:09'
315,'11240';'Graz/Flughafen';'340';'2021-02-09';'03:00';'1.4';'°C';'2021-02-09 03:10:11'
316,'11240';'Graz/Flughafen';'340';'2021-02-09';'04:00';'1.4';'°C';'2021-02-09 04:10:08'
317,'11240';'Graz/Flughafen';'340';'2021-02-09';'05:00';'1.3';'°C';'2021-02-09 05:10:09'
318,'11240';'Graz/Flughafen';'340';'2021-02-09';'06:00';'1.3';'°C';'2021-02-09 06:10:12'
319,'11240';'Graz/Flughafen';'340';'2021-02-09';'07:00';'1.2';'°C';'2021-02-09 07:10:12'
320,'11240';'Graz/Flughafen';'340';'2021-02-09';'08:00';'1.2';'°C';'2021-02-09 08:10:11'
321,'11240';'Graz/Flughafen';'340';'2021-02-09';'09:00';'0.7';'°C';'2021-02-09 09:10:10'
322,'11240';'Graz/Flughafen';'340';'2021-02-09';'10:00';'1.2';'°C';'2021-02-09 10:11:47'
323,'11240';'Graz/Flughafen';'340';'2021-02-09';'11:00';'1.6';'°C';'2021-02-09 11:10:09'
324,'11240';'Graz/Flughafen';'340';'2021-02-09';'12:00';'1.6';'°C';'2021-02-09 12:10:09'
325,'11240';'Graz/Flughafen';'340';'2021-02-09';'13:00';'1.9';'°C';'2021-02-09 13:10:12'
326,'11240';'Graz/Flughafen';'340';'2021-02-09';'14:00';'2.2';'°C';'2021-02-09 14:10:09'
327,'11240';'Graz/Flughafen';'340';'2021-02-09';'15:00';'2.1';'°C';'2021-02-09 15:10:13'
328,'11240';'Graz/Flughafen';'340';'2021-02-09';'16:00';'1.8';'°C';'2021-02-09 16:10:10'
329,'11240';'Graz/Flughafen';'340';'2021-02-09';'17:00';'0.9';'°C';'2021-02-09 17:10:08'
330,'11240';'Graz/Flughafen';'340';'2021-02-09';'18:00';'0.2';'°C';'2021-02-09 18:10:13'
331,'11240';'Graz/Flughafen';'340';'2021-02-09';'19:00';'0.3';'°C';'2021-02-09 19:10:12'
332,'11240';'Graz/Flughafen';'340';'2021-02-09';'20:00';'-0.1';'°C';'2021-02-09 20:10:08'
333,'11240';'Graz/Flughafen';'340';'2021-02-09';'21:00';'0.0';'°C';'2021-02-09 21:10:08'
334,'11240';'Graz/Flughafen';'340';'2021-02-09';'22:00';'0.1';'°C';'2021-02-09 22:10:09'
335,'11240';'Graz/Flughafen';'340';'2021-02-09';'23:00';'0.4';'°C';'2021-02-09 23:10:09'
336,'11240';'Graz/Flughafen';'340';'2021-02-10';'00:00';'0.2';'°C';'2021-02-10 00:10:13'
337,'11240';'Graz/Flughafen';'340';'2021-02-10';'01:00';'0.1';'°C';'2021-02-10 01:10:11'
338,'11240';'Graz/Flughafen';'340';'2021-02-10';'02:00';'0.3';'°C';'2021-02-10 02:10:08'
339,'11240';'Graz/Flughafen';'340';'2021-02-10';'03:00';'0.3';'°C';'2021-02-10 03:10:08'
340,'11240';'Graz/Flughafen';'340';'2021-02-10';'04:00';'0.1';'°C';'2021-02-10 04:10:09'
341,'11240';'Graz/Flughafen';'340';'2021-02-10';'05:00';'0.2';'°C';'2021-02-10 05:10:09'
342,'11240';'Graz/Flughafen';'340';'2021-02-10';'06:00';'0.2';'°C';'2021-02-10 06:10:12'
343,'11240';'Graz/Flughafen';'340';'2021-02-10';'07:00';'0.4';'°C';'2021-02-10 07:10:08'
344,'11240';'Graz/Flughafen';'340';'2021-02-10';'08:00';'0.2';'°C';'2021-02-10 08:10:12'
345,'11240';'Graz/Flughafen';'340';'2021-02-10';'09:00';'0.3';'°C';'2021-02-10 09:10:08'
346,'11240';'Graz/Flughafen';'340';'2021-02-10';'10:00';'0.7';'°C';'2021-02-10 10:10:11'
347,'11240';'Graz/Flughafen';'340';'2021-02-10';'11:00';'1.4';'°C';'2021-02-10 11:10:08'
348,'11240';'Graz/Flughafen';'340';'2021-02-10';'12:00';'2.1';'°C';'2021-02-10 12:10:09'
349,'11240';'Graz/Flughafen';'340';'2021-02-10';'13:00';'2.5';'°C';'2021-02-10 13:10:09'
350,'11240';'Graz/Flughafen';'340';'2021-02-10';'14:00';'2.6';'°C';'2021-02-10 14:10:09'
351,'11240';'Graz/Flughafen';'340';'2021-02-10';'15:00';'3.0';'°C';'2021-02-10 15:10:08'
352,'11240';'Graz/Flughafen';'340';'2021-02-10';'16:00';'2.9';'°C';'2021-02-10 16:10:12'
353,'11240';'Graz/Flughafen';'340';'2021-02-10';'17:00';'2.8';'°C';'2021-02-10 17:10:08'
354,'11240';'Graz/Flughafen';'340';'2021-02-10';'18:00';'2.6';'°C';'2021-02-10 18:10:11'
355,'11240';'Graz/Flughafen';'340';'2021-02-10';'19:00';'2.5';'°C';'2021-02-10 19:10:08'
356,'11240';'Graz/Flughafen';'340';'2021-02-10';'20:00';'2.4';'°C';'2021-02-10 20:10:12'
357,'11240';'Graz/Flughafen';'340';'2021-02-10';'21:00';'2.0';'°C';'2021-02-10 21:10:12'
358,'11240';'Graz/Flughafen';'340';'2021-02-10';'22:00';'1.9';'°C';'2021-02-10 22:10:09'
359,'11240';'Graz/Flughafen';'340';'2021-02-10';'23:00';'1.5';'°C';'2021-02-10 23:10:14'
360,'11240';'Graz/Flughafen';'340';'2021-02-11';'00:00';'1.0';'°C';'2021-02-11 00:10:11'
361,'11240';'Graz/Flughafen';'340';'2021-02-11';'01:00';'0.7';'°C';'2021-02-11 01:10:17'
362,'11240';'Graz/Flughafen';'340';'2021-02-11';'02:00';'0.5';'°C';'2021-02-11 02:10:10'
363,'11240';'Graz/Flughafen';'340';'2021-02-11';'03:00';'0.4';'°C';'2021-02-11 03:10:09'
364,'11240';'Graz/Flughafen';'340';'2021-02-11';'04:00';'-0.2';'°C';'2021-02-11 04:10:08'
365,'11240';'Graz/Flughafen';'340';'2021-02-11';'05:00';'-0.9';'°C';'2021-02-11 05:10:09'
366,'11240';'Graz/Flughafen';'340';'2021-02-11';'06:00';'-1.3';'°C';'2021-02-11 06:10:09'
367,'11240';'Graz/Flughafen';'340';'2021-02-11';'07:00';'-1.6';'°C';'2021-02-11 07:10:09'
368,'11240';'Graz/Flughafen';'340';'2021-02-11';'08:00';'-2.1';'°C';'2021-02-11 08:10:09'
369,'11240';'Graz/Flughafen';'340';'2021-02-11';'09:00';'-2.3';'°C';'2021-02-11 09:10:10'
370,'11240';'Graz/Flughafen';'340';'2021-02-11';'10:00';'-1.4';'°C';'2021-02-11 10:10:09'
371,'11240';'Graz/Flughafen';'340';'2021-02-11';'11:00';'-0.6';'°C';'2021-02-11 11:10:08'
372,'11240';'Graz/Flughafen';'340';'2021-02-11';'12:00';'0.4';'°C';'2021-02-11 12:10:11'
373,'11240';'Graz/Flughafen';'340';'2021-02-11';'13:00';'0.6';'°C';'2021-02-11 13:10:11'
374,'11240';'Graz/Flughafen';'340';'2021-02-11';'14:00';'0.0';'°C';'2021-02-11 14:10:08'
375,'11240';'Graz/Flughafen';'340';'2021-02-11';'15:00';'-0.9';'°C';'2021-02-11 15:10:09'
376,'11240';'Graz/Flughafen';'340';'2021-02-11';'16:00';'-2.2';'°C';'2021-02-11 16:10:09'
377,'11240';'Graz/Flughafen';'340';'2021-02-11';'17:00';'-3.1';'°C';'2021-02-11 17:10:09'
378,'11240';'Graz/Flughafen';'340';'2021-02-11';'18:00';'-5.4';'°C';'2021-02-11 18:10:09'
379,'11240';'Graz/Flughafen';'340';'2021-02-11';'19:00';'-5.5';'°C';'2021-02-11 19:10:09'
380,'11240';'Graz/Flughafen';'340';'2021-02-11';'20:00';'-4.6';'°C';'2021-02-11 20:10:09'
381,'11240';'Graz/Flughafen';'340';'2021-02-11';'21:00';'-4.9';'°C';'2021-02-11 21:10:11'
382,'11240';'Graz/Flughafen';'340';'2021-02-11';'22:00';'-5.6';'°C';'2021-02-11 22:10:09'
383,'11240';'Graz/Flughafen';'340';'2021-02-11';'23:00';'-5.5';'°C';'2021-02-11 23:10:08'
384,'11240';'Graz/Flughafen';'340';'2021-02-12';'00:00';'-6.8';'°C';'2021-02-12 00:10:09'
385,'11240';'Graz/Flughafen';'340';'2021-02-12';'01:00';'-6.0';'°C';'2021-02-12 01:10:09'
386,'11240';'Graz/Flughafen';'340';'2021-02-12';'02:00';'-8.3';'°C';'2021-02-12 02:10:10'
387,'11240';'Graz/Flughafen';'340';'2021-02-12';'03:00';'-8.6';'°C';'2021-02-12 03:10:09'
388,'11240';'Graz/Flughafen';'340';'2021-02-12';'04:00';'-7.8';'°C';'2021-02-12 04:10:09'
389,'11240';'Graz/Flughafen';'340';'2021-02-12';'05:00';'-8.5';'°C';'2021-02-12 05:10:09'
390,'11240';'Graz/Flughafen';'340';'2021-02-12';'06:00';'-8.6';'°C';'2021-02-12 06:10:11'
391,'11240';'Graz/Flughafen';'340';'2021-02-12';'07:00';'-9.3';'°C';'2021-02-12 07:10:09'
392,'11240';'Graz/Flughafen';'340';'2021-02-12';'08:00';'-8.1';'°C';'2021-02-12 08:10:09'
393,'11240';'Graz/Flughafen';'340';'2021-02-12';'09:00';'-6.0';'°C';'2021-02-12 09:10:09'
394,'11240';'Graz/Flughafen';'340';'2021-02-12';'10:00';'-4.7';'°C';'2021-02-12 10:10:09'
395,'11240';'Graz/Flughafen';'340';'2021-02-12';'11:00';'-4.1';'°C';'2021-02-12 11:10:08'
396,'11240';'Graz/Flughafen';'340';'2021-02-12';'12:00';'-3.4';'°C';'2021-02-12 12:10:09'
397,'11240';'Graz/Flughafen';'340';'2021-02-12';'13:00';'-2.2';'°C';'2021-02-12 13:10:09'
398,'11240';'Graz/Flughafen';'340';'2021-02-12';'14:00';'-2.0';'°C';'2021-02-12 14:10:14'
399,'11240';'Graz/Flughafen';'340';'2021-02-12';'15:00';'-2.1';'°C';'2021-02-12 15:10:09'
400,'11240';'Graz/Flughafen';'340';'2021-02-12';'16:00';'-3.0';'°C';'2021-02-12 16:10:08'
401,'11240';'Graz/Flughafen';'340';'2021-02-12';'17:00';'-3.9';'°C';'2021-02-12 17:10:09'
402,'11240';'Graz/Flughafen';'340';'2021-02-12';'18:00';'-4.4';'°C';'2021-02-12 18:10:09'
403,'11240';'Graz/Flughafen';'340';'2021-02-12';'19:00';'-5.2';'°C';'2021-02-12 19:10:10'
404,'11240';'Graz/Flughafen';'340';'2021-02-12';'20:00';'-5.8';'°C';'2021-02-12 20:10:08'
405,'11240';'Graz/Flughafen';'340';'2021-02-12';'21:00';'-7.0';'°C';'2021-02-12 21:10:11'
406,'11240';'Graz/Flughafen';'340';'2021-02-12';'22:00';'-6.9';'°C';'2021-02-12 22:10:09'
407,'11240';'Graz/Flughafen';'340';'2021-02-12';'23:00';'-8.2';'°C';'2021-02-12 23:10:09'
408,'11240';'Graz/Flughafen';'340';'2021-02-13';'00:00';'-8.8';'°C';'2021-02-13 00:10:09'
409,'11240';'Graz/Flughafen';'340';'2021-02-13';'01:00';'-9.6';'°C';'2021-02-13 01:10:08'
410,'11240';'Graz/Flughafen';'340';'2021-02-13';'02:00';'-10.6';'°C';'2021-02-13 02:10:10'
411,'11240';'Graz/Flughafen';'340';'2021-02-13';'03:00';'-11.1';'°C';'2021-02-13 03:10:09'
412,'11240';'Graz/Flughafen';'340';'2021-02-13';'04:00';'-11.2';'°C';'2021-02-13 04:10:08'
413,'11240';'Graz/Flughafen';'340';'2021-02-13';'05:00';'-10.4';'°C';'2021-02-13 05:10:09'
414,'11240';'Graz/Flughafen';'340';'2021-02-13';'06:00';'-11.6';'°C';'2021-02-13 06:10:09'
415,'11240';'Graz/Flughafen';'340';'2021-02-13';'07:00';'-11.3';'°C';'2021-02-13 07:10:09'
416,'11240';'Graz/Flughafen';'340';'2021-02-13';'08:00';'-10.0';'°C';'2021-02-13 08:10:09'
417,'11240';'Graz/Flughafen';'340';'2021-02-13';'09:00';'-7.5';'°C';'2021-02-13 09:10:10'
418,'11240';'Graz/Flughafen';'340';'2021-02-13';'10:00';'-4.6';'°C';'2021-02-13 10:10:08'
419,'11240';'Graz/Flughafen';'340';'2021-02-13';'11:00';'-3.9';'°C';'2021-02-13 11:10:20'
420,'11240';'Graz/Flughafen';'340';'2021-02-13';'12:00';'-2.2';'°C';'2021-02-13 12:10:09'
421,'11240';'Graz/Flughafen';'340';'2021-02-13';'13:00';'-1.0';'°C';'2021-02-13 13:10:08'
422,'11240';'Graz/Flughafen';'340';'2021-02-13';'14:00';'-0.5';'°C';'2021-02-13 14:10:09'
423,'11240';'Graz/Flughafen';'340';'2021-02-13';'15:00';'-1.3';'°C';'2021-02-13 15:10:09'
424,'11240';'Graz/Flughafen';'340';'2021-02-13';'16:00';'-0.9';'°C';'2021-02-13 16:10:09'
425,'11240';'Graz/Flughafen';'340';'2021-02-13';'17:00';'-2.0';'°C';'2021-02-13 17:10:14'
426,'11240';'Graz/Flughafen';'340';'2021-02-13';'18:00';'-3.2';'°C';'2021-02-13 18:10:15'
427,'11240';'Graz/Flughafen';'340';'2021-02-13';'19:00';'-3.7';'°C';'2021-02-13 19:10:15'
428,'11240';'Graz/Flughafen';'340';'2021-02-13';'20:00';'-4.2';'°C';'2021-02-13 20:10:09'
429,'11240';'Graz/Flughafen';'340';'2021-02-13';'21:00';'-2.9';'°C';'2021-02-13 21:10:11'
430,'11240';'Graz/Flughafen';'340';'2021-02-13';'22:00';'-3.5';'°C';'2021-02-13 22:10:08'
431,'11240';'Graz/Flughafen';'340';'2021-02-13';'23:00';'-2.8';'°C';'2021-02-13 23:10:11'
432,'11240';'Graz/Flughafen';'340';'2021-02-14';'00:00';'-3.5';'°C';'2021-02-14 00:10:09'
433,'11240';'Graz/Flughafen';'340';'2021-02-14';'01:00';'-3.3';'°C';'2021-02-14 01:10:13'
434,'11240';'Graz/Flughafen';'340';'2021-02-14';'02:00';'-4.4';'°C';'2021-02-14 02:10:14'
435,'11240';'Graz/Flughafen';'340';'2021-02-14';'03:00';'-6.3';'°C';'2021-02-14 03:10:09'
436,'11240';'Graz/Flughafen';'340';'2021-02-14';'04:00';'-7.6';'°C';'2021-02-14 04:10:09'
437,'11240';'Graz/Flughafen';'340';'2021-02-14';'05:00';'-8.3';'°C';'2021-02-14 05:10:08'
438,'11240';'Graz/Flughafen';'340';'2021-02-14';'06:00';'-8.7';'°C';'2021-02-14 06:10:10'
439,'11240';'Graz/Flughafen';'340';'2021-02-14';'07:00';'-4.0';'°C';'2021-02-14 07:10:09'
440,'11240';'Graz/Flughafen';'340';'2021-02-14';'08:00';'-5.1';'°C';'2021-02-14 08:10:10'
441,'11240';'Graz/Flughafen';'340';'2021-02-14';'09:00';'-1.4';'°C';'2021-02-14 09:10:18'
442,'11240';'Graz/Flughafen';'340';'2021-02-14';'10:00';'0.2';'°C';'2021-02-14 10:10:11'
443,'11240';'Graz/Flughafen';'340';'2021-02-14';'11:00';'2.0';'°C';'2021-02-14 11:10:10'
444,'11240';'Graz/Flughafen';'340';'2021-02-14';'12:00';'2.8';'°C';'2021-02-14 12:10:08'
445,'11240';'Graz/Flughafen';'340';'2021-02-14';'13:00';'2.7';'°C';'2021-02-14 13:10:09'
446,'11240';'Graz/Flughafen';'340';'2021-02-14';'14:00';'2.9';'°C';'2021-02-14 14:10:09'
447,'11240';'Graz/Flughafen';'340';'2021-02-14';'15:00';'3.2';'°C';'2021-02-14 15:10:12'
448,'11240';'Graz/Flughafen';'340';'2021-02-14';'16:00';'2.3';'°C';'2021-02-14 16:10:08'
449,'11240';'Graz/Flughafen';'340';'2021-02-14';'17:00';'0.3';'°C';'2021-02-14 17:10:09'
450,'11240';'Graz/Flughafen';'340';'2021-02-14';'18:00';'-1.4';'°C';'2021-02-14 18:10:09'
451,'11240';'Graz/Flughafen';'340';'2021-02-14';'19:00';'-2.9';'°C';'2021-02-14 19:10:12'
452,'11240';'Graz/Flughafen';'340';'2021-02-14';'20:00';'-3.1';'°C';'2021-02-14 20:10:12'
453,'11240';'Graz/Flughafen';'340';'2021-02-14';'21:00';'-5.4';'°C';'2021-02-14 21:10:10'
454,'11240';'Graz/Flughafen';'340';'2021-02-14';'22:00';'-6.4';'°C';'2021-02-14 22:10:08'
455,'11240';'Graz/Flughafen';'340';'2021-02-14';'23:00';'-7.0';'°C';'2021-02-14 23:10:12'
456,'11240';'Graz/Flughafen';'340';'2021-02-15';'00:00';'-7.1';'°C';'2021-02-15 00:10:10'
457,'11240';'Graz/Flughafen';'340';'2021-02-15';'01:00';'-8.9';'°C';'2021-02-15 01:10:09'
458,'11240';'Graz/Flughafen';'340';'2021-02-15';'02:00';'-6.4';'°C';'2021-02-15 02:10:10'
459,'11240';'Graz/Flughafen';'340';'2021-02-15';'03:00';'-9.8';'°C';'2021-02-15 03:10:09'
460,'11240';'Graz/Flughafen';'340';'2021-02-15';'04:00';'-9.6';'°C';'2021-02-15 04:10:09'
461,'11240';'Graz/Flughafen';'340';'2021-02-15';'05:00';'-10.5';'°C';'2021-02-15 05:10:08'
462,'11240';'Graz/Flughafen';'340';'2021-02-15';'06:00';'-11.3';'°C';'2021-02-15 06:10:10'
463,'11240';'Graz/Flughafen';'340';'2021-02-15';'07:00';'-11.3';'°C';'2021-02-15 07:10:09'
464,'11240';'Graz/Flughafen';'340';'2021-02-15';'08:00';'-9.1';'°C';'2021-02-15 08:10:09'
465,'11240';'Graz/Flughafen';'340';'2021-02-15';'09:00';'-5.6';'°C';'2021-02-15 09:10:08'
466,'11240';'Graz/Flughafen';'340';'2021-02-15';'10:00';'-4.1';'°C';'2021-02-15 10:10:09'
467,'11240';'Graz/Flughafen';'340';'2021-02-15';'11:00';'-1.5';'°C';'2021-02-15 11:10:11'
468,'11240';'Graz/Flughafen';'340';'2021-02-15';'12:00';'0.2';'°C';'2021-02-15 12:10:09'
469,'11240';'Graz/Flughafen';'340';'2021-02-15';'13:00';'1.0';'°C';'2021-02-15 13:10:09'
470,'11240';'Graz/Flughafen';'340';'2021-02-15';'14:00';'2.0';'°C';'2021-02-15 14:10:09'
471,'11240';'Graz/Flughafen';'340';'2021-02-15';'15:00';'2.5';'°C';'2021-02-15 15:10:09'
472,'11240';'Graz/Flughafen';'340';'2021-02-15';'16:00';'2.7';'°C';'2021-02-15 16:10:08'
473,'11240';'Graz/Flughafen';'340';'2021-02-15';'17:00';'1.5';'°C';'2021-02-15 17:10:08'
474,'11240';'Graz/Flughafen';'340';'2021-02-15';'18:00';'-1.4';'°C';'2021-02-15 18:10:10'
475,'11240';'Graz/Flughafen';'340';'2021-02-15';'19:00';'-2.3';'°C';'2021-02-15 19:10:08'
476,'11240';'Graz/Flughafen';'340';'2021-02-15';'20:00';'-1.8';'°C';'2021-02-15 20:10:10'
477,'11240';'Graz/Flughafen';'340';'2021-02-15';'21:00';'-2.0';'°C';'2021-02-15 21:10:09'
478,'11240';'Graz/Flughafen';'340';'2021-02-15';'22:00';'-2.0';'°C';'2021-02-15 22:10:10'
479,'11240';'Graz/Flughafen';'340';'2021-02-15';'23:00';'-2.1';'°C';'2021-02-15 23:10:09'
480,'11240';'Graz/Flughafen';'340';'2021-02-16';'00:00';'-1.8';'°C';'2021-02-16 00:10:09'
481,'11240';'Graz/Flughafen';'340';'2021-02-16';'01:00';'-1.8';'°C';'2021-02-16 01:10:09'
482,'11240';'Graz/Flughafen';'340';'2021-02-16';'02:00';'-1.8';'°C';'2021-02-16 02:10:09'
483,'11240';'Graz/Flughafen';'340';'2021-02-16';'03:00';'-1.7';'°C';'2021-02-16 03:10:08'
484,'11240';'Graz/Flughafen';'340';'2021-02-16';'04:00';'-1.7';'°C';'2021-02-16 04:10:09'
485,'11240';'Graz/Flughafen';'340';'2021-02-16';'05:00';'-1.5';'°C';'2021-02-16 05:10:09'
